File Name,LOC,Number of Comments,Comment %
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\LibraryClassStorage.java,58,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\LiteralObject.java,99,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\LiteralType.java,9,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\LocalVariableDeclarationObject.java,61,3,4
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\LocalVariableInstructionObject.java,68,3,4
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\MethodInvocationObject.java,17,2,11
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\MethodObject.java,657,5,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\metrics\ConnectivityMetric.java,131,9,6
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\metrics\LCOM.java,144,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\metrics\MMImportCoupling.java,76,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\ParameterObject.java,61,3,4
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\Standalone.java,232,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\SuperFieldInstructionObject.java,63,4,6
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\SuperMethodInvocationObject.java,17,2,11
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\SystemObject.java,796,3,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\TypeCheckCodeFragmentAnalyzer.java,1104,17,1
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\TypeObject.java,116,2,1
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\TypeSearchRequestor.java,21,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\util\ExpressionExtractor.java,525,38,7
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\util\ExpressionInstanceChecker.java,5,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\util\InstanceOfArrayAccess.java,11,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\util\InstanceOfArrayCreation.java,11,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\util\InstanceOfAssignment.java,11,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\util\InstanceOfBranchingStatement.java,13,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\util\InstanceOfBreakStatement.java,11,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\util\InstanceOfCastExpression.java,11,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\util\InstanceOfClassInstanceCreation.java,11,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\util\InstanceOfConditionalExpression.java,11,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\util\InstanceOfConstructorInvocation.java,12,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\util\InstanceOfContinueStatement.java,11,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\util\InstanceOfDoStatement.java,11,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\util\InstanceOfEnhancedForStatement.java,11,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\util\InstanceOfExpression.java,7,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\util\InstanceOfFieldAccess.java,11,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\util\InstanceOfForStatement.java,11,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\util\InstanceOfIfStatement.java,11,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\util\InstanceOfInfixExpression.java,11,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\util\InstanceOfInstanceofExpression.java,11,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\util\InstanceOfLiteral.java,16,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\util\InstanceOfMethodInvocation.java,12,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\util\InstanceOfPostfixExpression.java,11,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\util\InstanceOfPrefixExpression.java,11,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\util\InstanceOfReturnStatement.java,11,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\util\InstanceOfSimpleName.java,11,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\util\InstanceOfSuperFieldAccess.java,11,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\util\InstanceOfSuperMethodInvocation.java,11,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\util\InstanceOfSwitchStatement.java,11,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\util\InstanceOfThisExpression.java,11,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\util\InstanceOfTryStatement.java,11,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\util\InstanceOfTypeDeclarationStatement.java,11,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\util\InstanceOfTypeLiteral.java,11,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\util\InstanceOfVariableDeclarationExpression.java,11,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\util\InstanceOfVariableDeclarationStatement.java,11,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\util\InstanceOfVariableModifier.java,14,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\util\InstanceOfWhileStatement.java,11,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\util\math\AdjacencyList.java,52,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\util\math\Cluster.java,47,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\util\math\Clustering.java,17,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\util\math\DoubleArray.java,60,12,20
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\util\math\Edge.java,41,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\util\math\Hierarchical.java,121,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\util\math\HumaniseCamelCase.java,48,4,8
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\util\math\LevenshteinDistance.java,13,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\util\math\Node.java,37,3,8
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\util\math\Stemmer.java,444,39,8
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\util\math\TarjanAlgorithm.java,47,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\util\MethodDeclarationUtility.java,238,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\util\StatementExtractor.java,259,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\util\StatementInstanceChecker.java,5,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\util\SuperMethodInvocationVisitor.java,15,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\util\ThrownExceptionVisitor.java,43,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\util\TopicFinder.java,74,5,6
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\util\TypeVisitor.java,36,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\VariableDeclarationObject.java,10,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\visualization\ClassFigure.java,70,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\visualization\ClassFigureMover.java,52,6,11
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\visualization\CompartmentFigure.java,18,2,11
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\visualization\CompartmentFigureBorder.java,13,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\visualization\ConnectionType.java,9,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\visualization\DecorationConstants.java,20,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\visualization\EntityFigure.java,174,4,2
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\visualization\EntityFigureListener.java,60,6,10
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\visualization\FeatureEnviedMethodInformationControl.java,117,7,5
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\visualization\FeatureEnviedMethodInformationControlCreator.java,13,1,7
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\visualization\FeatureEnvyDiagram.java,148,17,11
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\visualization\FeatureEnvyVisualizationData.java,329,3,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\visualization\GodClassDiagram.java,206,10,4
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\visualization\GodClassDiagram2.java,428,30,7
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\visualization\GodClassInformationControl.java,88,3,3
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\visualization\GodClassInformationControlCreator.java,13,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\visualization\GodClassVisualizationData.java,265,8,3
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\visualization\ICustomInformationControlCreator.java,5,2,40
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\visualization\IInformationProvider.java,7,3,42
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\visualization\InformationControlManager.java,129,19,14
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\visualization\JConnection.java,176,11,6
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\visualization\LeftAnchor.java,14,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\visualization\Legend.java,151,5,3
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\visualization\MethodClassSection.java,25,1,4
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\visualization\MyContentProposalProvider.java,21,1,4
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\visualization\PackageFigure.java,73,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\visualization\PackageMapDiagram.java,308,19,6
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\visualization\PackageMapDiagramInformationProvider.java,33,1,3
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\visualization\PackageMapFigure.java,6,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\visualization\PMClassFigure.java,131,1,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\visualization\ProportionalFlowLayout.java,71,6,8
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\visualization\RightAnchor.java,14,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\visualization\SearchDialog.java,72,4,5
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\visualization\SearchInputAction.java,29,2,6
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\visualization\SectionCompartment.java,30,1,3
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\visualization\SmellyClassMouseListener.java,57,2,3
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\visualization\VisualizationData.java,5,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\visualization\ZoomAction.java,50,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\ast\visualization\ZoomInputAction.java,43,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\distance\CandidateRefactoring.java,49,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\distance\ClusterSizeComparator.java,13,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\distance\DistanceCalculator.java,22,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\distance\DistanceMatrix.java,344,5,1
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\distance\Entity.java,7,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\distance\ExtractClassCandidateGroup.java,80,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\distance\ExtractClassCandidateRefactoring.java,306,3,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\distance\ExtractedConcept.java,54,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\distance\MoveMethodCandidateRefactoring.java,274,9,3
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\distance\MyAbstractExpression.java,146,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\distance\MyAbstractStatement.java,190,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\distance\MyAttribute.java,112,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\distance\MyAttributeInstruction.java,48,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\distance\MyClass.java,110,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\distance\MyCompositeStatement.java,191,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\distance\MyMethod.java,187,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\distance\MyMethodBody.java,83,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\distance\MyMethodInvocation.java,57,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\distance\MyStatement.java,10,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\distance\MySystem.java,174,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\history\Evolution.java,8,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\history\FeatureEnvyEvolution.java,195,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\history\MethodEvolution.java,151,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\history\ProjectEvolution.java,50,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\history\ProjectVersion.java,80,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\history\ProjectVersionPair.java,18,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\history\TypeCheckingEvolution.java,274,1,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\preferences\PreferenceConstants.java,16,1,6
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\preferences\PreferenceInitializer.java,22,2,9
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\preferences\PropertyManagerPreferencePage.java,249,3,1
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\refactoring\actions\BadSmellsMenu.java,37,6,16
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\refactoring\Activator.java,25,8,32
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\refactoring\manipulators\ASTSlice.java,396,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\refactoring\manipulators\ASTSliceGroup.java,83,1,1
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\refactoring\manipulators\ExtractClassRefactoring.java,3475,35,1
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\refactoring\manipulators\ExtractClassRefactoringDescriptor.java,38,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\refactoring\manipulators\ExtractCloneRefactoring.java,4183,59,1
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\refactoring\manipulators\ExtractCloneRefactoringDescriptor.java,22,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\refactoring\manipulators\ExtractMethodFragmentRefactoring.java,548,3,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\refactoring\manipulators\ExtractMethodRefactoring.java,393,1,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\refactoring\manipulators\ExtractMethodRefactoringDescriptor.java,23,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\refactoring\manipulators\MoveMethodRefactoring.java,1702,1,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\refactoring\manipulators\MoveMethodRefactoringDescriptor.java,39,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\refactoring\manipulators\PolymorphismRefactoring.java,988,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\refactoring\manipulators\RefactoringUtility.java,402,4,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\refactoring\manipulators\ReplaceConditionalWithPolymorphism.java,991,5,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\refactoring\manipulators\ReplaceConditionalWithPolymorphismDescriptor.java,29,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\refactoring\manipulators\ReplaceTypeCodeWithStateStrategy.java,2910,7,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\refactoring\manipulators\ReplaceTypeCodeWithStateStrategyDescriptor.java,29,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\refactoring\manipulators\TypeCheckElimination.java,1125,2,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\refactoring\manipulators\TypeCheckEliminationGroup.java,106,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\refactoring\views\CloneDiffContentProvider.java,24,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\refactoring\views\CloneDiffSide.java,4,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\refactoring\views\CloneDiffStyledLabelProvider.java,150,10,6
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\refactoring\views\CloneDiffTooltip.java,217,13,5
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\refactoring\views\CloneDiffWizardPage.java,335,18,5
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\refactoring\views\CloneRefactoringAction.java,188,2,1
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\refactoring\views\CodeSmellPackageExplorer.java,226,8,3
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\refactoring\views\CodeSmellVisualization.java,150,1,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\refactoring\views\CodeSmellVisualizationDataSingleton.java,19,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\refactoring\views\DuplicatedCode.java,809,3,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\refactoring\views\ElementChangedListener.java,45,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\refactoring\views\EvolutionDialog.java,132,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\refactoring\views\EvolutionRow.java,16,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\refactoring\views\ExtractClassInputPage.java,142,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\refactoring\views\ExtractMethodInputPage.java,95,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\refactoring\views\FeatureEnvy.java,779,19,2
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\refactoring\views\GodClass.java,814,9,1
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\refactoring\views\ImportClonesWizard.java,111,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\refactoring\views\ImportClonesWizardPage.java,170,1,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\refactoring\views\LabelControlContribution.java,31,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\refactoring\views\LongMethod.java,789,11,1
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\refactoring\views\MethodEvolutionAction.java,59,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\refactoring\views\MethodNameValidator.java,13,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\refactoring\views\MoveMethodInputPage.java,88,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\refactoring\views\MultilineButton.java,27,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\refactoring\views\MyComboBoxCellEditor.java,21,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\refactoring\views\MyRefactoringWizard.java,70,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\refactoring\views\ReplaceTypeCodeWithStateStrategyInputPage.java,171,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\refactoring\views\SliceAnnotation.java,9,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\refactoring\views\SliceProfileAction.java,110,2,1
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\refactoring\views\SliceProfileDialog.java,334,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\refactoring\views\SliceProfileRow.java,31,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\refactoring\views\StringCompareEditorInput.java,46,0,0
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\refactoring\views\StyledStringStyler.java,76,4,5
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\refactoring\views\StyledStringVisitor.java,1090,87,7
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\refactoring\views\TypeChecking.java,663,13,1
G:\MetricsToolGIT\JDeodorant-master\src\gr\uom\java\jdeodorant\refactoring\views\ZoomValueValidator.java,15,0,0
